"","record_id","month","day","year","plot_id","species_id","sex","hindfoot_length","weight"
"8042",8042,4,17,1983,8,"PF","M",16,7
"8043",8043,4,17,1983,1,"DS","F",51,133
"8044",8044,4,17,1983,3,"PF","M",16,7
"8045",8045,4,17,1983,6,"DO","F",36,61
"8046",8046,4,17,1983,8,"PF","M",17,7
"8047",8047,4,17,1983,1,"DS","F",52,123
"8048",8048,4,17,1983,4,"DS","M",50,125
"8049",8049,4,17,1983,5,"DM","F",37,55
"8050",8050,4,17,1983,9,"PF","M",17,8
"8051",8051,4,17,1983,7,"PE","F",NA,NA
"8052",8052,4,17,1983,11,"PM","M",21,25
"8053",8053,4,17,1983,8,"DO","M",34,34
"8054",8054,4,17,1983,2,"RM","F",19,10
"8055",8055,4,17,1983,6,"PP","F",21,12
"8056",8056,4,17,1983,8,"DS","F",48,109
"8057",8057,4,17,1983,5,"PM","M",21,26
"8058",8058,4,17,1983,5,"DM","M",36,43
"8059",8059,4,17,1983,1,"DM","M",35,50
"8060",8060,4,17,1983,3,"PF","M",15,6
"8061",8061,4,17,1983,9,"DS","F",48,67
"8062",8062,4,17,1983,3,"PF","M",17,9
"8063",8063,4,17,1983,9,"DS","M",47,71
"8064",8064,4,17,1983,6,"DM","M",38,55
"8065",8065,4,17,1983,11,"PF","M",16,6
"8066",8066,4,17,1983,4,"DS","F",49,140
"8067",8067,4,17,1983,5,"DS","M",47,94
"8068",8068,4,17,1983,7,"RM","F",17,11
"8069",8069,4,17,1983,5,"DM","M",37,41
"8070",8070,4,17,1983,8,"PF","F",17,6
"8071",8071,4,17,1983,7,"RM","M",17,11
"8072",8072,4,17,1983,1,"DS","M",53,150
"8073",8073,4,17,1983,6,"OL","M",21,33
"8074",8074,4,17,1983,6,"DO","M",36,51
"8075",8075,4,17,1983,9,"DS","F",51,139
"8076",8076,4,17,1983,1,"DM","F",36,37
"8077",8077,4,17,1983,2,"PF","M",16,7
"8078",8078,4,17,1983,11,"DS","F",53,143
"8079",8079,4,17,1983,7,"PE","M",20,22
"8080",8080,4,17,1983,1,"DM","M",36,49
"8081",8081,4,17,1983,2,"PM","M",20,19
"8082",8082,4,17,1983,3,"PF","F",16,6
"8083",8083,4,17,1983,4,"DS","F",51,127
"8084",8084,4,17,1983,6,"RM","M",17,11
"8085",8085,4,17,1983,11,"DM","M",37,47
"8086",8086,4,17,1983,8,"DS","F",49,101
"8087",8087,4,17,1983,1,"DM","F",37,42
"8088",8088,5,14,1983,13,"DO","F",38,66
"8089",8089,5,14,1983,14,"DM","F",36,46
"8090",8090,5,14,1983,18,"DM","F",36,47
"8091",8091,5,14,1983,12,"PP","F",22,17
"8092",8092,5,14,1983,14,"DS","M",49,119
"8093",8093,5,14,1983,19,"PF","F",17,6
"8094",8094,5,14,1983,20,"DM","M",36,NA
"8095",8095,5,14,1983,14,"RM","M",18,11
"8096",8096,5,14,1983,24,"PE","M",21,24
"8097",8097,5,14,1983,21,"RM","F",15,13
"8098",8098,5,14,1983,12,"DM","M",38,40
"8099",8099,5,14,1983,19,"PE","M",21,16
"8100",8100,5,14,1983,13,"DS","F",52,140
"8101",8101,5,14,1983,16,"PE","M",20,21
"8102",8102,5,14,1983,22,"DS","F",52,126
"8103",8103,5,14,1983,14,"RM","M",18,8
"8104",8104,5,14,1983,12,"PP","M",23,15
"8105",8105,5,14,1983,13,"DS","M",49,123
"8106",8106,5,14,1983,14,"DM","M",36,46
"8107",8107,5,14,1983,20,"DM","F",37,45
"8108",8108,5,14,1983,12,"OT","M",20,16
"8109",8109,5,14,1983,22,"DS","M",48,128
"8110",8110,5,14,1983,13,"DS","M",48,91
"8111",8111,5,14,1983,12,"PF","M",16,7
"8112",8112,5,14,1983,19,"PF","M",15,6
"8113",8113,5,14,1983,12,"DO","M",34,56
"8114",8114,5,14,1983,14,"DM","M",39,49
"8115",8115,5,14,1983,17,"DS","M",51,125
"8116",8116,5,14,1983,12,"DM","F",38,46
"8117",8117,5,14,1983,23,"RM","F",15,14
"8118",8118,5,14,1983,19,"PF","M",16,7
"8119",8119,5,14,1983,22,"OT","F",19,16
"8120",8120,5,14,1983,13,"DO","F",37,73
"8121",8121,5,14,1983,20,"PE","F",21,30
"8122",8122,5,14,1983,12,"SA","",NA,NA
"8123",8123,5,14,1983,17,"DM","M",37,49
"8124",8124,5,14,1983,22,"DS","M",50,127
"8125",8125,5,14,1983,14,"PE","M",19,11
"8126",8126,5,14,1983,22,"DS","F",50,113
"8127",8127,5,14,1983,13,"DS","F",50,118
"8128",8128,5,14,1983,24,"PM","F",20,35
"8129",8129,5,14,1983,17,"DM","F",34,26
"8130",8130,5,14,1983,22,"DM","M",35,41
"8131",8131,5,14,1983,16,"SA","",NA,NA
"8132",8132,5,14,1983,12,"PM","M",19,11
"8133",8133,5,14,1983,21,"OT","M",20,29
"8134",8134,5,14,1983,13,"DM","M",36,49
"8135",8135,5,14,1983,17,"OT","F",19,16
"8136",8136,5,14,1983,24,"DM","F",36,46
"8137",8137,5,14,1983,24,"RM","F",20,9
"8138",8138,5,14,1983,22,"DS","F",51,137
"8139",8139,5,14,1983,18,"DM","F",36,35
"8140",8140,5,14,1983,16,"RM","F",17,14
"8141",8141,5,14,1983,18,"DS","M",47,86
"8142",8142,5,14,1983,20,"NL","F",31,151
"8143",8143,5,14,1983,13,"DM","F",37,46
"8144",8144,5,14,1983,14,"NL","F",32,142
"8145",8145,5,14,1983,16,"PE","M",19,24
"8146",8146,5,14,1983,18,"DM","M",37,45
"8147",8147,5,14,1983,14,"PE","M",21,24
"8148",8148,5,14,1983,21,"RM","M",16,8
"8149",8149,5,14,1983,17,"DO","M",37,36
"8150",8150,5,14,1983,24,"NL","F",32,100
"8151",8151,5,14,1983,23,"PE","M",20,19
"8152",8152,5,14,1983,12,"DS","M",50,124
"8153",8153,5,14,1983,13,"DS","M",51,133
"8154",8154,5,14,1983,14,"DM","F",37,47
"8155",8155,5,14,1983,18,"RM","F",17,15
"8156",8156,5,14,1983,24,"DM","F",35,37
"8157",8157,5,14,1983,21,"PF","M",16,8
"8158",8158,5,14,1983,24,"PM","M",20,24
"8159",8159,5,14,1983,13,"DM","F",35,22
"8160",8160,5,14,1983,20,"PE","F",21,31
"8161",8161,5,14,1983,23,"RM","F",16,14
"8162",8162,5,14,1983,20,"PP","M",22,16
"8163",8163,5,14,1983,14,"DM","F",37,54
"8164",8164,5,14,1983,21,"OT","F",22,27
"8165",8165,5,14,1983,22,"DS","M",51,126
"8166",8166,5,14,1983,20,"DS","M",51,133
"8167",8167,5,14,1983,22,"DM","F",37,46
"8168",8168,5,14,1983,18,"DO","F",36,52
"8169",8169,5,14,1983,24,"PE","F",20,24
"8170",8170,5,14,1983,22,"DM","M",38,49
"8171",8171,5,14,1983,21,"PF","F",17,7
"8172",8172,5,14,1983,20,"NL","F",31,151
"8173",8173,5,14,1983,14,"NL","F",32,142
"8174",8174,5,14,1983,24,"NL","F",32,127.8564
"8175",8175,5,15,1983,6,"PF","F",16,10
"8176",8176,5,15,1983,5,"DM","M",38,49
"8177",8177,5,15,1983,4,"PF","M",16,7
"8178",8178,5,15,1983,15,"PE","M",20,24
"8179",8179,5,15,1983,1,"DS","M",50,96
"8180",8180,5,15,1983,2,"DM","F",36,40
"8181",8181,5,15,1983,1,"OT","M",21,28
"8182",8182,5,15,1983,9,"DS","M",52,135
"8183",8183,5,15,1983,1,"DS","M",50,95
"8184",8184,5,15,1983,5,"DM","F",35,48
"8185",8185,5,15,1983,9,"PF","M",16,8
"8186",8186,5,15,1983,8,"DS","F",49,125
"8187",8187,5,15,1983,2,"DS","M",54,139
"8188",8188,5,15,1983,3,"DM","F",38,46
"8189",8189,5,15,1983,1,"PP","F",22,19
"8190",8190,5,15,1983,9,"OT","M",21,17
"8191",8191,5,15,1983,2,"DM","M",36,48
"8192",8192,5,15,1983,3,"NL","F",33,110
"8193",8193,5,15,1983,11,"DM","M",37,45
"8194",8194,5,15,1983,10,"PE","M",19,14
"8195",8195,5,15,1983,1,"DS","F",50,130
"8196",8196,5,15,1983,15,"PF","M",16,8
"8197",8197,5,15,1983,8,"PF","M",16,7
"8198",8198,5,15,1983,6,"NL","F",31,116
"8199",8199,5,15,1983,9,"DS","F",50,120
"8200",8200,5,15,1983,1,"DS","F",49,125
"8201",8201,5,15,1983,1,"DS","M",52,114
"8202",8202,5,15,1983,3,"PF","M",16,9
"8203",8203,5,15,1983,7,"RM","M",17,8
"8204",8204,5,15,1983,4,"DS","F",48,NA
"8205",8205,5,15,1983,3,"PF","F",15,8
"8206",8206,5,15,1983,6,"PP","F",21,19
"8207",8207,5,15,1983,10,"AB","",NA,NA
"8208",8208,5,15,1983,8,"DO","M",36,45
"8209",8209,5,15,1983,15,"OT","M",20,19
"8210",8210,5,15,1983,5,"DS","M",48,104
"8211",8211,5,15,1983,8,"DS","F",51,118
"8212",8212,5,15,1983,2,"DM","M",36,46
"8213",8213,5,15,1983,1,"DM","F",35,47
"8214",8214,5,15,1983,5,"DM","M",36,44
"8215",8215,5,15,1983,9,"DM","M",37,49
"8216",8216,5,15,1983,15,"RM","M",17,11
"8217",8217,5,15,1983,1,"DS","M",52,152
"8218",8218,5,15,1983,1,"DM","M",34,51
"8219",8219,5,15,1983,4,"DM","M",37,46
"8220",8220,5,15,1983,1,"RM","F",17,13
"8221",8221,5,15,1983,5,"DM","F",35,36
"8222",8222,5,15,1983,7,"RM","M",17,10
"8223",8223,5,15,1983,7,"RM","F",17,13
"8224",8224,5,15,1983,1,"OT","F",19,14
"8225",8225,5,15,1983,4,"DS","F",49,118
"8226",8226,5,15,1983,1,"DM","M",33,26
"8227",8227,5,15,1983,9,"PF","M",16,7
"8228",8228,5,15,1983,1,"DM","M",37,52
"8229",8229,5,15,1983,11,"DM","M",37,46
"8230",8230,5,15,1983,3,"NL","F",33,246.403
"8231",8231,5,15,1983,6,"NL","F",31,116
"8232",8232,6,17,1983,17,"DM","F",33,38
"8233",8233,6,17,1983,24,"DO","M",35,53
"8234",8234,6,17,1983,12,"DO","F",34,42
"8235",8235,6,17,1983,20,"NL","F",31,NA
"8236",8236,6,17,1983,12,"PP","F",22,20
"8237",8237,6,17,1983,20,"DS","F",50,111
"8238",8238,6,17,1983,12,"DS","M",50,131
"8239",8239,6,17,1983,14,"DS","M",48,117
"8240",8240,6,17,1983,19,"PM","M",21,20
"8241",8241,6,17,1983,24,"DO","F",35,42
"8242",8242,6,17,1983,24,"PM","F",19,21
"8243",8243,6,17,1983,22,"DS","M",49,122
"8244",8244,6,17,1983,14,"DM","M",33,43
"8245",8245,6,17,1983,20,"DO","F",35,41
"8246",8246,6,17,1983,24,"DO","F",35,31
"8247",8247,6,17,1983,20,"NL","M",30,30
"8248",8248,6,17,1983,18,"DM","M",32,20
"8249",8249,6,17,1983,22,"DS","M",50,118
"8250",8250,6,17,1983,20,"DO","M",35,43
"8251",8251,6,17,1983,14,"DO","F",31,19
"8252",8252,6,17,1983,12,"RM","M",15,11
"8253",8253,6,17,1983,22,"NL","F",30,88
"8254",8254,6,17,1983,17,"DS","M",49,126
"8255",8255,6,17,1983,12,"DM","F",36,44
"8256",8256,6,17,1983,24,"PE","M",20,13
"8257",8257,6,17,1983,18,"NL","F",32,114.7757
"8258",8258,6,17,1983,24,"PE","F",18,14
"8259",8259,6,17,1983,18,"DM","M",36,47
"8260",8260,6,17,1983,12,"DO","F",33,39
"8261",8261,6,17,1983,22,"DS","M",50,135
"8262",8262,6,17,1983,19,"PM","M",20,26
"8263",8263,6,17,1983,20,"DM","M",36,43
"8264",8264,6,17,1983,19,"PF","M",15,7
"8265",8265,6,17,1983,20,"NL","F",32,150
"8266",8266,6,17,1983,18,"OT","F",20,22
"8267",8267,6,17,1983,24,"DM","F",36,48
"8268",8268,6,17,1983,12,"OT","F",20,15
"8269",8269,6,17,1983,20,"DM","F",36,NA
"8270",8270,6,17,1983,14,"DO","F",33,15
"8271",8271,6,17,1983,12,"DM","M",36,47
"8272",8272,6,17,1983,18,"OT","M",21,30
"8273",8273,6,17,1983,14,"DM","M",34,45
"8274",8274,6,17,1983,14,"DO","F",33,46
"8275",8275,6,17,1983,18,"DS","F",47,64
"8276",8276,6,17,1983,21,"PF","M",16,7
"8277",8277,6,17,1983,24,"DM","F",35,40
"8278",8278,6,17,1983,12,"DM","F",31,16
"8279",8279,6,17,1983,13,"DM","F",34,49
"8280",8280,6,17,1983,22,"DS","M",52,134
"8281",8281,6,17,1983,19,"RM","F",16,15
"8282",8282,6,17,1983,24,"DS","",NA,NA
"8283",8283,6,17,1983,14,"OT","M",21,23
"8284",8284,6,17,1983,19,"PF","F",16,7
"8285",8285,6,17,1983,22,"DM","M",36,47
"8286",8286,6,17,1983,20,"DS","M",52,132
"8287",8287,6,17,1983,13,"DM","F",35,46
"8288",8288,6,17,1983,17,"NL","M",32,138.3951
"8289",8289,6,17,1983,18,"OT","M",19,21
"8290",8290,6,17,1983,7,"","",NA,NA
"8291",8291,6,17,1983,10,"","",NA,NA
"8292",8292,6,17,1983,16,"","",NA,NA
"8293",8293,6,17,1983,23,"","",NA,NA
"8294",8294,6,17,1983,20,"NL","M",30,194.2076
"8295",8295,6,17,1983,22,"NL","F",30,98.34802
"8296",8296,6,17,1983,18,"NL","F",32,162
"8297",8297,6,17,1983,20,"NL","F",32,150
"8298",8298,6,17,1983,17,"NL","M",32,180
"8299",8299,6,18,1983,1,"PP","M",21,17
"8300",8300,6,18,1983,6,"DM","M",36,44
"8301",8301,6,18,1983,3,"OL","F",20,37
"8302",8302,6,18,1983,3,"SS","",NA,NA
"8303",8303,6,18,1983,11,"DS","M",50,127
"8304",8304,6,18,1983,2,"DS","M",53,136
"8305",8305,6,18,1983,3,"NL","F",32,150
"8306",8306,6,18,1983,4,"DM","F",33,29
"8307",8307,6,18,1983,1,"DS","F",48,128
"8308",8308,6,18,1983,8,"DS","F",49,133
"8309",8309,6,18,1983,4,"DM","M",35,43
"8310",8310,6,18,1983,3,"PF","M",15,7
"8311",8311,6,18,1983,4,"DM","M",37,51
"8312",8312,6,18,1983,11,"DM","M",38,48
"8313",8313,6,18,1983,11,"DO","F",36,46
"8314",8314,6,18,1983,1,"DO","M",34,33
"8315",8315,6,18,1983,8,"OT","F",18,19
"8316",8316,6,18,1983,3,"PF","M",16,6
"8317",8317,6,18,1983,15,"CB","",NA,NA
"8318",8318,6,18,1983,1,"DO","F",36,47
"8319",8319,6,18,1983,11,"OT","F",20,30
"8320",8320,6,18,1983,1,"DS","F",50,98
"8321",8321,6,18,1983,5,"DS","M",49,NA
"8322",8322,6,18,1983,5,"SS","",NA,NA
"8323",8323,6,18,1983,9,"PP","F",21,18
"8324",8324,6,18,1983,1,"DS","M",51,122
"8325",8325,6,18,1983,2,"NL","F",30,126
"8326",8326,6,18,1983,5,"DM","M",38,49
"8327",8327,6,18,1983,11,"PF","M",16,7
"8328",8328,6,18,1983,3,"PF","F",16,7
"8329",8329,6,18,1983,6,"PF","F",16,8
"8330",8330,6,18,1983,8,"DO","M",37,49
"8331",8331,6,18,1983,9,"DS","F",49,114
"8332",8332,6,18,1983,1,"DM","F",34,44
"8333",8333,6,18,1983,4,"DS","F",51,121
"8334",8334,6,18,1983,15,"OL","F",20,45
"8335",8335,6,18,1983,9,"SA","",NA,NA
"8336",8336,6,18,1983,15,"NL","F",29,117
"8337",8337,6,18,1983,9,"PF","M",16,9
"8338",8338,6,18,1983,8,"DS","F",51,119
"8339",8339,6,18,1983,4,"DS","F",48,125
"8340",8340,6,18,1983,3,"PF","M",17,9
"8341",8341,6,18,1983,1,"DS","M",51,150
"8342",8342,6,18,1983,11,"DM","M",36,46
"8343",8343,6,18,1983,4,"DM","F",35,54
"8344",8344,6,18,1983,4,"DS","F",49,91
"8345",8345,6,18,1983,5,"DM","F",35,NA
"8346",8346,6,18,1983,9,"DS","F",52,140
"8347",8347,6,18,1983,8,"OL","M",20,30
"8348",8348,6,18,1983,9,"DO","M",34,48
"8349",8349,6,18,1983,11,"DS","F",52,128
"8350",8350,6,18,1983,11,"DM","M",NA,45
"8351",8351,6,18,1983,8,"DO","M",36,46
"8352",8352,6,18,1983,9,"DM","F",34,35
"8353",8353,6,18,1983,5,"OL","F",20,41
"8354",8354,6,18,1983,8,"DS","M",48,94
"8355",8355,6,18,1983,4,"AB","",NA,NA
"8356",8356,6,18,1983,5,"DM","M",35,48
"8357",8357,6,18,1983,3,"NL","F",32,150
"8358",8358,6,18,1983,2,"NL","F",30,126
"8359",8359,6,18,1983,15,"NL","F",29,117
"8360",8360,7,16,1983,14,"DM","M",37,50
"8361",8361,7,16,1983,13,"DM","F",35,28
"8362",8362,7,16,1983,24,"AB","",NA,NA
"8363",8363,7,16,1983,12,"PP","F",23,19
"8364",8364,7,16,1983,18,"DM","M",35,47
"8365",8365,7,16,1983,12,"OT","F",21,23
"8366",8366,7,16,1983,19,"PF","M",16,8
"8367",8367,7,16,1983,22,"DM","F",35,32
"8368",8368,7,16,1983,18,"NL","F",33,127.4821
"8369",8369,7,16,1983,20,"NL","F",31,118
"8370",8370,7,16,1983,12,"DS","M",52,130
"8371",8371,7,16,1983,18,"DM","F",34,30
"8372",8372,7,16,1983,24,"DO","F",32,42
"8373",8373,7,16,1983,19,"PM","M",20,27
"8374",8374,7,16,1983,13,"DM","F",34,37
"8375",8375,7,16,1983,20,"DO","M",34,47
"8376",8376,7,16,1983,22,"DS","M",48,135
"8377",8377,7,16,1983,17,"DM","M",36,40
"8378",8378,7,16,1983,13,"DS","M",49,114
"8379",8379,7,16,1983,14,"DM","M",32,47
"8380",8380,7,16,1983,12,"RM","F",16,11
"8381",8381,7,16,1983,14,"NL","M",32,98
"8382",8382,7,16,1983,20,"DM","F",36,52
"8383",8383,7,16,1983,22,"DM","M",35,42
"8384",8384,7,16,1983,17,"DM","F",36,41
"8385",8385,7,16,1983,21,"PF","F",16,7
"8386",8386,7,16,1983,24,"NL","F",32,118
"8387",8387,7,16,1983,24,"PM","M",21,24
"8388",8388,7,16,1983,20,"DO","F",36,47
"8389",8389,7,16,1983,21,"OT","F",19,28
"8390",8390,7,16,1983,12,"DM","F",32,27
"8391",8391,7,16,1983,19,"PM","F",20,18
"8392",8392,7,16,1983,12,"DM","F",37,46
"8393",8393,7,16,1983,18,"OT","M",20,30
"8394",8394,7,16,1983,17,"DS","M",51,123
"8395",8395,7,16,1983,16,"RM","M",18,11
"8396",8396,7,16,1983,14,"DO","F",35,50
"8397",8397,7,16,1983,19,"PM","M",21,19
"8398",8398,7,16,1983,18,"PF","F",14,5
"8399",8399,7,16,1983,14,"DO","F",34,32
"8400",8400,7,16,1983,12,"DO","F",35,45
"8401",8401,7,16,1983,13,"DS","M",50,131
"8402",8402,7,16,1983,14,"DM","F",35,41
"8403",8403,7,16,1983,18,"DM","M",32,36
"8404",8404,7,16,1983,13,"DM","F",35,51
"8405",8405,7,16,1983,12,"PP","F",22,13
"8406",8406,7,16,1983,18,"DS","F",47,76
"8407",8407,7,16,1983,14,"OT","M",21,24
"8408",8408,7,16,1983,3,"PF","M",16,9
"8409",8409,7,16,1983,24,"DS","F",51,108
"8410",8410,7,16,1983,22,"NL","F",31,110
"8411",8411,7,16,1983,20,"DS","M",51,137
"8412",8412,7,16,1983,24,"DM","F",34,25
"8413",8413,7,16,1983,22,"DM","M",38,49
"8414",8414,7,16,1983,17,"SS","",NA,NA
"8415",8415,7,16,1983,12,"NL","M",34,121.5859
"8416",8416,7,16,1983,14,"OT","M",20,29
"8417",8417,7,16,1983,17,"NL","M",34,202.5353
"8418",8418,7,16,1983,12,"DM","F",35,31
"8419",8419,7,16,1983,23,"","",NA,NA
"8420",8420,7,16,1983,18,"NL","F",33,95.41632
"8421",8421,7,16,1983,20,"NL","F",31,162.5775
"8422",8422,7,16,1983,14,"NL","M",32,98
"8423",8423,7,16,1983,24,"NL","F",32,118
"8424",8424,7,16,1983,22,"NL","F",31,136.3133
"8425",8425,7,16,1983,12,"NL","M",34,120.9123
"8426",8426,7,16,1983,17,"NL","M",34,170.895
"8427",8427,7,17,1983,6,"DM","M",37,44
"8428",8428,7,17,1983,3,"OL","F",20,49
"8429",8429,7,17,1983,6,"DM","M",36,46
"8430",8430,7,17,1983,10,"RM","M",19,10
"8431",8431,7,17,1983,1,"DO","M",34,38
"8432",8432,7,17,1983,6,"DM","F",37,52
"8433",8433,7,17,1983,6,"DM","F",36,42
"8434",8434,7,17,1983,15,"OT","M",20,13
"8435",8435,7,17,1983,8,"DO","M",36,46
"8436",8436,7,17,1983,1,"DS","M",53,122
"8437",8437,7,17,1983,9,"DM","F",34,34
"8438",8438,7,17,1983,2,"DM","M",35,38
"8439",8439,7,17,1983,6,"DM","F",34,43
"8440",8440,7,17,1983,2,"OT","F",22,29
"8441",8441,7,17,1983,3,"PF","F",16,7
"8442",8442,7,17,1983,1,"NL","F",31,135
"8443",8443,7,17,1983,3,"OL","M",21,31
"8444",8444,7,17,1983,1,"DS","F",50,117
"8445",8445,7,17,1983,4,"PP","M",22,13
"8446",8446,7,17,1983,11,"DM","M",37,47
"8447",8447,7,17,1983,9,"PF","M",15,8
"8448",8448,7,17,1983,3,"PP","F",22,13
"8449",8449,7,17,1983,5,"DM","F",36,47
"8450",8450,7,17,1983,9,"DO","M",34,53
"8451",8451,7,17,1983,3,"OL","F",21,27
"8452",8452,7,17,1983,9,"PP","F",22,18
"8453",8453,7,17,1983,6,"SS","",NA,NA
"8454",8454,7,17,1983,9,"NL","M",33,132
"8455",8455,7,17,1983,1,"DM","F",34,37
"8456",8456,7,17,1983,9,"DS","F",48,122
"8457",8457,7,17,1983,15,"NL","F",31,134
"8458",8458,7,17,1983,15,"OL","F",20,32
"8459",8459,7,17,1983,8,"DO","M",37,48
"8460",8460,7,17,1983,4,"DM","F",35,53
"8461",8461,7,17,1983,2,"OT","F",19,27
"8462",8462,7,17,1983,5,"DM","M",35,48
"8463",8463,7,17,1983,7,"RM","M",17,11
"8464",8464,7,17,1983,4,"DM","M",36,48
"8465",8465,7,17,1983,4,"DS","F",49,122
"8466",8466,7,17,1983,8,"DS","M",49,99
"8467",8467,7,17,1983,11,"DM","M",35,46
"8468",8468,7,17,1983,1,"NL","F",31,162.6101
"8469",8469,7,17,1983,9,"NL","M",33,131.1834
"8470",8470,7,17,1983,15,"NL","F",31,134
"8471",8471,8,15,1983,19,"PM","M",19,24
"8472",8472,8,15,1983,20,"DM","F",35,34
"8473",8473,8,15,1983,18,"DS","M",49,132
"8474",8474,8,15,1983,20,"DS","F",48,125
"8475",8475,8,15,1983,16,"PP","M",21,15
"8476",8476,8,15,1983,24,"NL","F",33,148
"8477",8477,8,15,1983,12,"PP","F",22,19
"8478",8478,8,15,1983,12,"NL","F",32,128
"8479",8479,8,15,1983,18,"DM","F",37,33
"8480",8480,8,15,1983,12,"DO","M",34,50
"8481",8481,8,15,1983,20,"NL","F",30,124
"8482",8482,8,15,1983,12,"DS","M",50,133
"8483",8483,8,15,1983,22,"DM","F",35,37
"8484",8484,8,15,1983,14,"DS","M",47,123
"8485",8485,8,15,1983,14,"DM","M",35,44
"8486",8486,8,15,1983,12,"OT","M",20,25
"8487",8487,8,15,1983,13,"DS","M",48,121
"8488",8488,8,15,1983,17,"DM","F",36,37
"8489",8489,8,15,1983,22,"DX","",NA,NA
"8490",8490,8,15,1983,20,"NL","F",32,109.7434
"8491",8491,8,15,1983,17,"DS","M",51,125
"8492",8492,8,15,1983,12,"OT","F",21,24
"8493",8493,8,15,1983,14,"DM","F",32,44
"8494",8494,8,15,1983,12,"DM","F",36,48
"8495",8495,8,15,1983,17,"DM","M",35,38
"8496",8496,8,15,1983,18,"DM","M",37,37
"8497",8497,8,15,1983,24,"DO","F",35,41
"8498",8498,8,15,1983,13,"DM","F",36,40
"8499",8499,8,15,1983,20,"DO","M",34,46
"8500",8500,8,15,1983,12,"DM","F",33,33
"8501",8501,8,15,1983,12,"DO","F",36,50
"8502",8502,8,15,1983,22,"DS","F",47,NA
"8503",8503,8,15,1983,24,"PM","F",19,22
"8504",8504,8,15,1983,13,"DM","F",35,34
"8505",8505,8,15,1983,20,"DM","M",36,47
"8506",8506,8,15,1983,13,"DM","F",35,49
"8507",8507,8,15,1983,14,"DO","F",35,38
"8508",8508,8,15,1983,14,"NL","M",32,113
"8509",8509,8,15,1983,22,"AB","",NA,NA
"8510",8510,8,15,1983,13,"DM","M",35,32
"8511",8511,8,15,1983,24,"DM","F",36,34
"8512",8512,8,15,1983,12,"PP","F",21,15
"8513",8513,8,15,1983,12,"DM","F",35,30
"8514",8514,8,15,1983,23,"PE","M",20,15
"8515",8515,8,15,1983,24,"DM","F",35,40
"8516",8516,8,15,1983,20,"DM","F",35,30
"8517",8517,8,15,1983,18,"DM","M",37,45
"8518",8518,8,15,1983,21,"PP","F",20,14
"8519",8519,8,15,1983,18,"NL","",NA,NA
"8520",8520,8,15,1983,22,"DM","M",37,49
"8521",8521,8,15,1983,17,"OT","F",21,21
"8522",8522,8,15,1983,20,"OT","F",21,45
"8523",8523,8,15,1983,22,"NL","F",32,NA
"8524",8524,8,15,1983,13,"NL","F",32,126.0936
"8525",8525,8,15,1983,12,"DM","F",35,37
"8526",8526,8,15,1983,14,"DO","F",35,48
"8527",8527,8,15,1983,20,"DS","M",50,146
"8528",8528,8,15,1983,14,"OT","M",21,24
"8529",8529,8,15,1983,13,"DS","M",48,133
"8530",8530,8,15,1983,24,"NL","F",NA,173.6155
"8531",8531,8,15,1983,12,"NL","M",34,149.491
"8532",8532,8,15,1983,24,"NL","F",33,214.8812
"8533",8533,8,15,1983,12,"NL","F",32,128
"8534",8534,8,15,1983,20,"NL","F",30,181.649
"8535",8535,8,15,1983,20,"NL","F",32,96.57317
"8536",8536,8,15,1983,14,"NL","M",32,129.4939
"8537",8537,8,15,1983,13,"NL","F",32,133.1703
"8538",8538,8,15,1983,24,"NL","F",NA,170.1184
"8539",8539,8,15,1983,12,"NL","M",34,124.6896
"8540",8540,8,16,1983,3,"PP","F",22,14
"8541",8541,8,16,1983,5,"OL","M",22,37
"8542",8542,8,16,1983,1,"DO","M",34,42
"8543",8543,8,16,1983,4,"DM","F",36,38
"8544",8544,8,16,1983,11,"PF","M",16,7
"8545",8545,8,16,1983,8,"DO","M",35,48
"8546",8546,8,16,1983,3,"OL","M",20,31
"8547",8547,8,16,1983,8,"PF","F",16,8
"8548",8548,8,16,1983,2,"DS","M",52,152
"8549",8549,8,16,1983,4,"SS","",NA,NA
"8550",8550,8,16,1983,11,"PF","F",16,7
"8551",8551,8,16,1983,7,"RM","F",16,14
"8552",8552,8,16,1983,1,"DM","F",36,34
"8553",8553,8,16,1983,5,"DS","M",49,120
"8554",8554,8,16,1983,3,"PF","F",16,7
"8555",8555,8,16,1983,9,"OT","F",21,26
"8556",8556,8,16,1983,4,"DS","M",51,131
"8557",8557,8,16,1983,6,"NL","F",33,120
"8558",8558,8,16,1983,11,"DM","M",37,38
"8559",8559,8,16,1983,2,"DM","M",36,38
"8560",8560,8,16,1983,3,"OT","F",20,22
"8561",8561,8,16,1983,5,"DM","M",34,44
"8562",8562,8,16,1983,11,"DM","M",37,40
"8563",8563,8,16,1983,1,"DM","F",34,38
"8564",8564,8,16,1983,9,"PF","M",16,8
"8565",8565,8,16,1983,2,"DS","M",50,130
"8566",8566,8,16,1983,1,"DM","F",36,34
"8567",8567,8,16,1983,1,"DS","M",52,129
"8568",8568,8,16,1983,1,"OT","F",21,25
"8569",8569,8,16,1983,4,"DM","M",34,31
"8570",8570,8,16,1983,7,"PM","M",21,20
"8571",8571,8,16,1983,1,"DM","M",34,26
"8572",8572,8,16,1983,11,"NL","M",33,146.2387
"8573",8573,8,16,1983,9,"DM","F",35,35
"8574",8574,8,16,1983,4,"DS","F",50,124
